
SW-TV ,#genre#
凤凰资讯,http://198.16.100.90:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0
凤凰卫视,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83
TVB 星河台,http://198.16.100.90:8278/Xinhe/playlist.m3u8?tid=MCFC2010151520101515&ct=19249&tsum=a8fd0cb32ef01d8472773a604402a683
J2,http://198.16.100.90:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
无线财经资讯台,http://198.16.100.90:8278/tvbcaijing_twn/playlist.m3u8?tid=MD3D9552893795528937&ct=19254&tsum=77d4c2db4fa7537d7dd3eb19f933526d
VIUTV1,http://198.16.100.90:8278/viu1_twn/playlist.m3u8?tid=MF9F2344917423449174&ct=19254&tsum=3cb061ac749a32280d3b88c022a1403f
RHK 32,http://50.7.238.114:8278/rhk32_twn/playlist.m3u8?tid=MDBD4704174447041744&ct=19249&tsum=763ebe53fc33677d02ebf83b4d558d33
RHK 31,http://50.7.238.114:8278/rhk31_twn/playlist.m3u8?tid=MA6A6225600662256006&ct=19249&tsum=7b0adccccff4fded44e906e9d848ee35
星卫电影,http://50.7.238.114:8278/xingwei_movie/playlist.m3u8?tid=MB7B3700339537003395&ct=19249&tsum=54d5231b311c4cd2b6716eafe88bb0dd
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MD0D2495250724952507&ct=19249&tsum=b1c0a577a7f4aaa9af143d124ba24a40
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0
凤凰卫视,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83
翡翠台,http://198.16.100.90:8278/jade_twn/playlist.m3u8?tid=ME6E1330319113303191&ct=19225&tsum=d76985c4965fd63807e131035f66af09
翡翠台,http://198.16.100.90:8278/Wlt/playlist.m3u8?tid=MC9C7523788875237888&ct=19225&tsum=fc74aa160d3ca61369c2e5f3ae79ee8e
J2,http://50.7.238.114:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
无线财经资讯台,http://50.7.238.114:8278/tvbcaijing_twn/playlist.m3u8?tid=MD3D9552893795528937&ct=19254&tsum=77d4c2db4fa7537d7dd3eb19f933526d



澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
澳门莲花,http://nettvpro.live/hls/lotustv.php
星空音乐,http://xcm13.f3322.net:4000/udp/239.93.1.7:2194
星空音乐,http://xstartx.com:4000/udp/239.93.1.7:2194
纬wl来日本,rtmp://119.81.124.89/sat/tv771

民视HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
HBO[1280x720],http://208.115.225.174:14165
HBO signature[1280x720],http://208.115.225.174:14160
民视新闻[1920x1080],http://123.51.230.108:18663/.m3u8
八大第一[1920x1080],http://123.51.230.108:18539/.m3u8
緯來綜合HD[1920x1080],http://123.51.230.108:18540/.m3u8
東風衛視[1920x1080],http://123.51.230.108:18560/.m3u8
民视新闻[1920x1080],http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
美国中文电视[1280x720],https://jpts.sinovision.net/livestream.m3u8

澳洲莲花,http://nettvpro.live/hls/lotustv.php?zgangd
澳洲莲花,http://nettvpro.live/hls/lotustv.php
澳洲莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳洲卫视,http://107.151.203.111:2209/135/hk.php?id=aoya

新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
国家地理,http://grogi.online:80/live/localSkypFr1220/localSkypFr1220/69316.ts
NHK世界HD[1920x1080],http://123.51.230.108:18525/.m3u8緯來育樂HD,http://123.51.230.108:18541/.m3u8緯來體育HD,http://123.51.230.108:18509/.m3u8
東森戲劇HD[1920x1080],http://123.51.230.108:18538/.m3u8龍華戲劇台,http://123.51.230.108:8509/.m3u8
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8



澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/chunklist_w1769233607.m3u8
澳视澳门,http://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视澳门,rtmp://live4.tdm.com.mo:80/ch1/_definst_/ch1.live
澳视澳门,http://live4.tdm.com.mo:80/ch1/_definst_//ch1.live/playlist.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视葡语,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳视葡语,http://61.244.22.4/ch2/ch2.live/chunklist_w861342563.m3u8
澳视卫星,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳门 莲花,http://anren.live/HK/BiIOU11uLA.m3u8


亞美衛視,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8#http://61.244.22.4/ch2/ch2.live/index.m3u8
澳门微电影,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳門資讯,http://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳門體育,http://live4.tdm.com.mo:80/ch4/_definst_/sport_ch4.live/playlist.m3u8
澳门资讯,http://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳视体育,rtmp://live4.tdm.com.mo/ch4/_definst_/sport_ch4.live
澳广视卫星,http://live4.tdm.com.mo/ch3/_definst_//ch3.live/playlist.m3u8#http://w1.livecache.yicai.com/hls/live/CBN_sd/live.m3u8#http://w1.livecache.yicai.com/hls/live/CBN_hd/live.m3u8#http://w1.livecache.yicai.com/hls/live/CBN_sd/live.m3u8
澳门资讯,rtmp://live4.tdm.com.mo:80/ch5/_definst_/info_ch5.live#http://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳視葡語,http://live4.tdm.com.mo:80/ch2/definst//ch2.live/playlist.m3u8
澳視葡語,http://live4.tdm.com.mo:80/ch2/_definst_//ch2.live/playlist.m3u8
创世电视,https://cdn.deepcore.online/hlsme/ctv_hk_1080.m3u8

CTITV 中天,https://ytm2.yuanhsing.cf/ctitv.m3u8
EBC东森財经,https://ytm2.yuanhsing.cf/newsebc.m3u8
EBC Financial东森財经,https://ytm2.yuanhsing.cf/EBCFinancial.m3u8
TVBS News,https://ytm2.yuanhsing.cf/TVBSNEWS01.m3u8
寰宇新闻,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
明镜mnews,https://ytm2.yuanhsing.cf/mnews.m3u8
台视新闻,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
中视新闻,https://ytm2.yuanhsing.cf/twctvnews.m3u8
SET+ Live News,https://ytm2.yuanhsing.cf/SETLIVE.m3u8
SET iNEWS,https://ytm2.yuanhsing.cf/setmoney159.m3u8
民视新闻,https://ytm2.yuanhsing.cf/FTVCP.m3u8

民视HD,http://23.237.10.66:16334
台视HD,http://23.237.10.66:16344

大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛海外,https://git.io/J2GSu
大愛海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8

AWE,https://awe-lg.amagi.tv/playlist.m3u8
AWE Encore,https://aweencore-tcl.amagi.tv/playlist.m3u8
EDGEsport TV,https://edgesport-samsungus.amagi.tv/playlist.m3u8
Euronews,https://alchimie-euronews-uk-lg.amagi.tv/playlist.m3u8
Origin Sports,https://raycoms-originsports.amagi.tv/playlist.m3u8
Outside TV,https://outsidetv-oando.amagi.tv/playlist.m3u8
Pac12 Sports TV,https://pac12-localnow.amagi.tv/playlist.m3u8
PBS,https://pbs-samsunguk.amagi.tv/playlist.m3u8
PeopleTV,https://peopletv-str.amagi.tv/playlist.m3u8
USA Today News,https://usatodaynews-stirr.amagi.tv/playlist.m3u8

SPORT体育 ,#genre#
TSN 1,http://nocable.cc:8080/jonathan/jonathan/57292
TSN 2,http://nocable.cc:8080/jonathan/jonathan/47442
TSN 3,http://nocable.cc:8080/jonathan/jonathan/10389
TSN 3,http://nocable.cc:8080/jonathan/jonathan/47444
TSN 4,http://nocable.cc:8080/jonathan/jonathan/66783
TSN 4,http://nocable.cc:8080/jonathan/jonathan/47446
TSN 5,http://nocable.cc:8080/jonathan/jonathan/16131
TSN 5,http://nocable.cc:8080/jonathan/jonathan/57295

TSN 1,http://192.99.70.160:25461/Iceman/Iceman/339
TSN 2,http://192.99.70.160:25461/Iceman/Iceman/340
TSN 3,http://192.99.70.160:25461/Iceman/Iceman/341
TSN 4,http://192.99.70.160:25461/Iceman/Iceman/342
TSN 5,http://192.99.70.160:25461/Iceman/Iceman/343
GOLF CHANNEL,http://192.99.70.160:25461/Iceman/Iceman/12
AFIZZIONADOS,http://192.99.70.160:25461/Iceman/Iceman/15
BEIN SPORTS Ñ,http://192.99.70.160:25461/Iceman/Iceman/28
FOX SPORTS,http://192.99.70.160:25461/Iceman/Iceman/77
FOX SPORTS 2,http://192.99.70.160:25461/Iceman/Iceman/78
FOX SPORTS 3,http://192.99.70.160:25461/Iceman/Iceman/79
Eleven Sports,http://192.99.70.160:25461/Iceman/Iceman/309
NESN SPORT,http://192.99.70.160:25461/Iceman/Iceman/325
CBS SPORTS NETWORK,http://192.99.70.160:25461/Iceman/Iceman/326
 MLB Network,http://192.99.70.160:25461/Iceman/Iceman/1409
NBA TV,http://192.99.70.160:25461/Iceman/Iceman/1418
NFL Network,http://192.99.70.160:25461/Iceman/Iceman/1431
NFL Red Zone,http://192.99.70.160:25461/Iceman/Iceman/1432
NHL Network,http://192.99.70.160:25461/Iceman/Iceman/1433
SEC Network,http://192.99.70.160:25461/Iceman/Iceman/1446

TENNIS,https://tennischannel-intl-samsung-uk.amagi.tv/playlist540_p.m3u8
Tennis Channel,https://tennischannel-intl-samsung-uk.amagi.tv/playlist.m3u8
Tennis Channel (UK),https://tennischannel-int-samsunguk.amagi.tv/playlist.m3u8

beIN Sports en Espanol FHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/484771
beIN Sports Xtra en Espanol HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/484770
ACC NETWORK HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291254
BIG TEN NETWORK HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291255
CBS SPORTS NETWORK HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291260
LONGHORN NETWORK HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291261
FIGHT NETWORK  HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291263
GOLF CHANNEL  HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291265
MOTOR TREND HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291273
MSG HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291274
MSG PLUS HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291275
MSG 2,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291276
MSG2 PLUS,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291277
NBA HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291278
MLB STRIKEZONE HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/5820
MLB NETWORK ALT HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/5822
WILLOW CRICKET HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/5813
ESPN 1 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/319745
ESPN 2 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291916
ESPN 3 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/291917
BALLY SPORTS SOUTH,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293326
BALLY SPORTS SUN,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293327
BALLY SPORTS TENNESSEE,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293328
BALLY SPORTS INDIANA,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/310029
BALLY SPORTS SOUTHWEST,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/310028
BALLY SPORTS ARIZONA,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293329
BALLY SPORTS CAROLINAS,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293330
BALLY SPORTS DETROIT,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293331
BALLY SPORTS FLORIDA,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293332
BALLY SPORTS MIDWEST,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293333
BALLY SPORTS NEW ORLEANS,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293334
BALLY SPORTS NORTH,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293335
BALLY SPORTS OKLAHOMA,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293336
BALLY SPORTS OHIO,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293337
BALLY SPORTS SAN DIEGO,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293338
BALLY SPORTS SOCAL,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293339
BALLY SPORTS SOUTHEAST,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293340
BALLY SPORTS WEST,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293341
BALLY SPORTS WISCONSIN,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/293342
NHL NETWORK HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/5833
POP beIN SPORTS HIGHLIGHTS,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/475033
Champions League  | Highlights,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/457694
BEIN SPORT HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11430
BEIN SPORTS NEWS HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11428
BEIN SPORTS NEWS FHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/455564
BEIN SPORTS NBA HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11429
BEIN PREMIUM 1 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139074
BEIN PREMIUM 2 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139073
BEIN PREMIUM 3 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139072
BEIN SPORTS XTRA 1 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/146394
BEIN SPORTS XTRA 2 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/146395
BEIN SPORTS 1 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11427
BEIN SPORTS 2 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11426
BEIN SPORTS 3 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11425
BEIN SPORTS 4 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11424
BEIN SPORTS 5 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11423
BEIN SPORTS 6 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11422
BEIN SPORTS 7 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11421
BEIN SPORTS 1 ENGLISH HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139080
BEIN SPORTS 2 ENGLISH HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139079
BEIN SPORTS 3 ENGLISH HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139078
BEIN SPORTS 1 FRENCH HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139077
BEIN SPORTS 2 FRENCH HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139076
BEIN SPORTS 3 FRENCH HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139075
BEIN SPORTS AFC HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343590
BEIN SPORTS AFC 1 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343589
BEIN SPORTS AFC 2 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343588
BEIN SPORTS AFC 3 HD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343587
BEIN PREMIUM 1 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139083
BEIN PREMIUM 2 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139082
BEIN PREMIUM 3 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139081
BEIN SPORTS XTRA 1 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139091
BEIN SPORTS XTRA 2 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139090
BEIN SPORTS 1 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11406
BEIN SPORTS 2 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11405
BEIN SPORTS 3 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11404
BEIN SPORTS 4 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11403
BEIN SPORTS 5 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11402
BEIN SPORTS 6 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11401
BEIN SPORTS 7 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11400
BEIN SPORTS 1 ENGLISH UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139089
BEIN SPORTS 2 ENGLISH UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139088
BEIN SPORTS 3 ENGLISH UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139087
BEIN SPORTS 1 FRENCH UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139086
BEIN SPORTS 2 FRENCH UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139085
BEIN SPORTS 3 FRENCH UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139084
BEIN SPORTS AFC UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343582
BEIN SPORTS AFC 1 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343581
BEIN SPORTS AFC 2 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343580
BEIN SPORTS AFC 3 UHD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343579
BEIN 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/304810
BEIN SPORTS PREMIUM 1 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66045
BEIN SPORTS PREMIUM 2 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66046
BEIN SPORTS PREMIUM 3 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66047
BEIN SPORTS XTRA 1 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66052
BEIN SPORTS XTRA 2 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66053
BEIN SPORTS 1 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66054
BEIN SPORTS 2 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66057
BEIN SPORTS 3 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66058
BEIN SPORTS 4 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66048
BEIN SPORTS 5 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66049
BEIN SPORTS 6 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66050
BEIN SPORTS 7 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66051
BEIN SPORTS 1 ENGLISH 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66059
BEIN SPORTS 2 ENGLISH 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66060
BEIN SPORTS 3 ENGLISH 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66061
 BEIN SPORTS 1 FRENCH,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/66062
BEIN SPORTS 2 FRENCH 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139059
BEIN SPORTS 3 FRENCH 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/139060
BEIN SPORTS AFC 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343594
BEIN SPORTS AFC 1 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343593
BEIN SPORTS AFC 2 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343592
BEIN SPORTS AFC 3 4K,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/343591
BEIN SPORTS 1 PREMIUM,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305205
BEIN SPORTS 2 PREMIUM,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305204
BEIN SPORTS 3 PREMIUM,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305203
BEIN SPORTS 1,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305202
BEIN SPORTS 2,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305201
BEIN SPORTS 3,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305200
BEIN SPORTS 4,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305199
BEIN SPORTS 5,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305198
BEIN SPORTS 6,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305197
BEIN SPORTS 7,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305196
BEIN SPORTS 1 EN,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305195
BEIN SPORTS 2 EN,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305194
BEIN SPORTS 3 EN,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/305193
BEIN SPORTS SD,http://sideriodomi.ottc.pro:80/4Bqu8yrdiQ7PhNU/T2pK1IHJDz/11392
